id,description,image_path
0,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen",images/image_0.png
2019,"bedrooms : 1 | toilet : 2 | attached _ toilet : 0 | dress _ room : 0 | features : lawn, home theatre, terrace",images_2/image_2019.png
2024,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, niche",images_2/image_2024.png
2026,"bedrooms : 2 | toilet : 2 | attached _ toilet : 2 | dress _ room : 0 | features : drawing room, dining, kitchen",images_2/image_2026.png
2027,"bedrooms : 1 | toilet : 2 | attached _ toilet : 0 | dress _ room : 0 | features : living room, flower bed, kitchen",images_2/image_2027.png
2028,"bedrooms : 3 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, utility, kitchen",images_2/image_2028.png
2033,"bedrooms : 1 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, kitchen, flower bed",images_2/image_2033.png
2040,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, lobby, balcony",images_2/image_2040.png
2044,"bedrooms : 1 | toilet : 1 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, balcony",images_2/image_2044.png
2052,"bedrooms : 1 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, utility, kitchen, balcony",images_2/image_2052.png
2053,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, pool, kitchen, deck",images_2/image_2053.png
2058,"bedrooms : 1 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : living room, kitchen, flower bed",images_2/image_2058.png
2066,"bedrooms : 3 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, kitchen",images_2/image_2066.png
2072,"bedrooms : 3 | toilet : 3 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, lawn",images_2/image_2072.png
2082,"bedrooms : 3 | toilet : 3 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, foyer",images_2/image_2082.png
2093,"bedrooms : 3 | toilet : 2 | attached _ toilet : 2 | dress _ room : 0 | features : drawing room, dining, kitchen",images_2/image_2093.png
2114,"bedrooms : 2 | toilet : 2 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen, pooja room",images_2/image_2114.png
2118,"bedrooms : 3 | toilet : 4 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen, lobby, wardrobe",images_2/image_2118.png
2119,"bedrooms : 3 | toilet : 4 | attached _ toilet : 4 | dress _ room : 0 | features : living room, dining, kitchen, balcony",images_2/image_2119.png
2130,"bedrooms : 3 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, lobby",images_2/image_2130.png
2133,"bedrooms : 3 | toilet : 4 | attached _ toilet : 4 | dress _ room : 1 | features : living room, dining, kitchen, balcony",images_2/image_2133.png
2135,"bedrooms : 2 | toilet : 2 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen, sit out",images_2/image_2135.png
2143,"bedrooms : 1 | toilet : 2 | attached _ toilet : 0 | dress _ room : 0 | features : living room, dining, kitchen, lawn",images_2/image_2143.png
2146,"bedrooms : 2 | toilet : 2 | attached _ toilet : 0 | dress _ room : 0 | features : living room, dining, kitchen",images_2/image_2146.png
2147,"bedrooms : 3 | toilet : 2 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen",images_2/image_2147.png
2150,"bedrooms : 3 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, kitchen, balcony",images_2/image_2150.png
2152,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : drawing room, dining, kitchen, utility",images_2/image_2152.png
2158,"bedrooms : 3 | toilet : 2 | attached _ toilet : 0 | dress _ room : 0 | features : living room, dining, kitchen, lobby, puja room, lawn",images_2/image_2158.png
2172,"bedrooms : 3 | toilet : 4 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen, niche",images_2/image_2172.png
2183,"bedrooms : 3 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, study room",images_2/image_2183.png
2185,"bedrooms : 4 | toilet : 5 | attached _ toilet : 3 | dress _ room : 1 | features : living room, kitchen, balcony",images_2/image_2185.png
2193,"bedrooms : 2 | toilet : 2 | attached _ toilet : 2 | dress _ room : 0 | features : drawing room, dining, kitchen, wash",images_2/image_2193.png
2194,"bedrooms : 3 | toilet : 3 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, pooja room",images_2/image_2194.png
2198,"bedrooms : 3 | toilet : 3 | attached _ toilet : 1 | dress _ room : 0 | features : lawn, home theatre, terrace",images_2/image_2198.png
2200,"bedrooms : 1 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, kitchen, yard",images_2/image_2200.png
2212,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, garden",images_2/image_2212.png
2228,"bedrooms : 3 | toilet : 3 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, foyer, store room",images_2/image_2228.png
2233,"bedrooms : 3 | toilet : 4 | attached _ toilet : 3 | dress _ room : 0 | features : living room, dining, kitchen, balcony",images_2/image_2233.png
2250,"bedrooms : 2 | toilet : 2 | attached _ toilet : 0 | dress _ room : 0 | features : living room, dining, kitchen, balcony",images_2/image_2250.png
2274,"bedrooms : 2 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : living room, dining, kitchen",images_2/image_2274.png
2282,"bedrooms : 3 | toilet : 3 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen",images_2/image_2282.png
2283,"bedrooms : 2 | toilet : 2 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen, wash",images_2/image_2283.png
2307,"bedrooms : 1 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : living room, balcony, kitchen",images_2/image_2307.png
2310,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, lobby, study room",images_2/image_2310.png
2319,"bedrooms : 3 | toilet : 4 | attached _ toilet : 2 | dress _ room : 1 | features : living room, dining, kitchen, parking",images_2/image_2319.png
2322,"bedrooms : 4 | toilet : 4 | attached _ toilet : 4 | dress _ room : 4 | features : living room, dining, kitchen, balcony",images_2/image_2322.png
2334,"bedrooms : 3 | toilet : 3 | attached _ toilet : 1 | dress _ room : 0 | features : living room, kitchen, balcony",images_2/image_2334.png
2351,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, utility, kitchen, utility",images_2/image_2351.png
2392,"bedrooms : 3 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, balcony, flower bed",images_2/image_2392.png
2393,"bedrooms : 4 | toilet : 4 | attached _ toilet : 4 | dress _ room : 0 | features : porch, dining, kitchen, lawn",images_2/image_2393.png
2399,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, foyer, study room",images_2/image_2399.png
2400,"bedrooms : 1 | toilet : 2 | attached _ toilet : 0 | dress _ room : 0 | features : living room, yard, kitchen",images_2/image_2400.png
2406,"bedrooms : 2 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : living room, kitchen, utility",images_2/image_2406.png
2409,"bedrooms : 3 | toilet : 5 | attached _ toilet : 3 | dress _ room : 1 | features : living room, dining, kitchen, balcony",images_2/image_2409.png
2424,"bedrooms : 4 | toilet : 4 | attached _ toilet : 4 | dress _ room : 1 | features : living room, dining, kitchen, balcony",images_2/image_2424.png
2448,"bedrooms : 3 | toilet : 4 | attached _ toilet : 2 | dress _ room : 1 | features : living room, dining, kitchen, pooja room",images_2/image_2448.png
2450,"bedrooms : 1 | toilet : 2 | attached _ toilet : 0 | dress _ room : 0 | features : living room, kitchen, balcony",images_2/image_2450.png
2463,"bedrooms : 1 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, lawn",images_2/image_2463.png
2466,"bedrooms : 3 | toilet : 3 | attached _ toilet : 2 | dress _ room : 1 | features : living room, dining, kitchen, balcony",images_2/image_2466.png
2484,"bedrooms : 1 | toilet : 1 | attached _ toilet : 1 | dress _ room : 0 | features : living room, pool, kitchen, deck",images_2/image_2484.png
2486,"bedrooms : 1 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : lawn, home theatre, terrace",images_2/image_2486.png
2510,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, lobby, puja room",images_2/image_2510.png
2519,"bedrooms : 3 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, lobby, kitchen, balcony",images_2/image_2519.png
2534,"bedrooms : 3 | toilet : 5 | attached _ toilet : 3 | dress _ room : 0 | features : living room, dining, kitchen, balcony",images_2/image_2534.png
2543,"bedrooms : 3 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, parking",images_2/image_2543.png
2551,"bedrooms : 2 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : living room, dining, kitchen, parking",images_2/image_2551.png
2562,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, foyer",images_2/image_2562.png
2563,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, flower bed, kitchen",images_2/image_2563.png
2566,"bedrooms : 1 | toilet : 5 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, balcony",images_2/image_2566.png
2604,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : hall, dining, kitchen",images_2/image_2604.png
2632,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, kitchen, yard",images_2/image_2632.png
2669,"bedrooms : 2 | toilet : 5 | attached _ toilet : 3 | dress _ room : 3 | features : living room, gymnasium, home theatre, kitchen, balcony",images_2/image_2669.png
2707,"bedrooms : 1 | toilet : 2 | attached _ toilet : 0 | dress _ room : 0 | features : living room, flower bed kitchen, balcony",images_2/image_2707.png
2711,"bedrooms : 3 | toilet : 5 | attached _ toilet : 3 | dress _ room : 1 | features : living room, deck, kitchen, foyer",images_2/image_2711.png
2719,"bedrooms : 3 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : lawn, home theatre, terrace",images_2/image_2719.png
2749,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : drawing room, dining, kitchen, wash, store room",images_2/image_2749.png
2755,"bedrooms : 3 | toilet : 2 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen, study room",images_2/image_2755.png
2758,"bedrooms : 3 | toilet : 4 | attached _ toilet : 3 | dress _ room : 1 | features : living room, dining, kitchen, pooja room, home theatre, store room",images_2/image_2758.png
2761,"bedrooms : 3 | toilet : 4 | attached _ toilet : 3 | dress _ room : 1 | features : living room, dining, kitchen, foyer, sit out",images_2/image_2761.png
2762,"bedrooms : 3 | toilet : 4 | attached _ toilet : 3 | dress _ room : 0 | features : living room, dining, kitchen, pooja room",images_2/image_2762.png
2783,"bedrooms : 1 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : living room, kitchen, balcony",images_2/image_2783.png
2822,"bedrooms : 3 | toilet : 5 | attached _ toilet : 3 | dress _ room : 1 | features : living room, dining, kitchen, foyer",images_2/image_2822.png
2833,"bedrooms : 3 | toilet : 3 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen, family lounge",images_2/image_2833.png
2849,"bedrooms : 3 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, sit out",images_2/image_2849.png
2859,"bedrooms : 3 | toilet : 4 | attached _ toilet : 3 | dress _ room : 1 | features : living room, dining, kitchen, lobby",images_2/image_2859.png
2864,"bedrooms : 1 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, flower bed, kitchen, utility",images_2/image_2864.png
2870,"bedrooms : 1 | toilet : 2 | attached _ toilet : 0 | dress _ room : 0 | features : living room, kitchen, utility",images_2/image_2870.png
2879,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, flower bed, kitchen, utility",images_2/image_2879.png
2905,"bedrooms : 4 | toilet : 5 | attached _ toilet : 4 | dress _ room : 3 | features : drawing room, lounge, kitchen, lobby",images_2/image_2905.png
2915,"bedrooms : 1 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : living room, dining, kitchen, study room",images_2/image_2915.png
2917,"bedrooms : 1 | toilet : 2 | attached _ toilet : 0 | dress _ room : 0 | features : living room, flower bed kitchen, flower bed",images_2/image_2917.png
2934,"bedrooms : 3 | toilet : 4 | attached _ toilet : 3 | dress _ room : 1 | features : living room, dining, kitchen, pooja room",images_2/image_2934.png
3000,"bedrooms : 3 | toilet : 3 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen, foyer",images_2/image_3000.png
3001,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen",images_3/image_3001.png
3002,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, kitchen",images_3/image_3002.png
3004,"bedrooms : 1 | toilet : 2 | attached _ toilet : 0 | dress _ room : 0 | features : living room, flower bed kitchen",images_3/image_3004.png
3005,"bedrooms : 1 | toilet : 2 | attached _ toilet : 0 | dress _ room : 0 | features : living room, dining, kitchen",images_3/image_3005.png
3007,"bedrooms : 3 | toilet : 3 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen, balcony",images_3/image_3007.png
3008,"bedrooms : 1 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, utility, kitchen",images_3/image_3008.png
3009,"bedrooms : 3 | toilet : 3 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen, foyer",images_3/image_3009.png
3011,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, foyer, work area",images_3/image_3011.png
3012,"bedrooms : 3 | toilet : 3 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen, pooja room",images_3/image_3012.png
3013,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, lawn",images_3/image_3013.png
3014,"bedrooms : 1 | toilet : 2 | attached _ toilet : 0 | dress _ room : 0 | features : living room, kitchen",images_3/image_3014.png
3016,"bedrooms : 1 | toilet : 1 | attached _ toilet : 1 | dress _ room : 0 | features : living room, kitchen",images_3/image_3016.png
3018,"bedrooms : 4 | toilet : 4 | attached _ toilet : 4 | dress _ room : 0 | features : living room, dining, kitchen, balcony",images_3/image_3018.png
3022,"bedrooms : 1 | toilet : 2 | attached _ toilet : 0 | dress _ room : 0 | features : living room, balcony, kitchen",images_3/image_3022.png
3024,"bedrooms : 4 | toilet : 5 | attached _ toilet : 3 | dress _ room : 0 | features : living room, dining, kitchen, balcony",images_3/image_3024.png
3025,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, terrace",images_3/image_3025.png
3027,"bedrooms : 1 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : living room, flower bed kitchen",images_3/image_3027.png
3028,"bedrooms : 1 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen",images_3/image_3028.png
3031,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : drawing room, dining, kitchen, lobby",images_3/image_3031.png
3032,"bedrooms : 4 | toilet : 5 | attached _ toilet : 4 | dress _ room : 0 | features : living room, dining, kitchen, balcony",images_3/image_3032.png
3036,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, balcony",images_3/image_3036.png
3037,"bedrooms : 3 | toilet : 4 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen, balcony",images_3/image_3037.png
3040,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, utility",images_3/image_3040.png
3043,"bedrooms : 1 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, flower bed kitchen",images_3/image_3043.png
3045,"bedrooms : 1 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : lawn, home theatre, terrace",images_3/image_3045.png
3046,"bedrooms : 3 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : lawn, home theatre, terrace",images_3/image_3046.png
3047,"bedrooms : 3 | toilet : 4 | attached _ toilet : 4 | dress _ room : 0 | features : living room, dining, kitchen, balcony",images_3/image_3047.png
3049,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, study room",images_3/image_3049.png
3052,"bedrooms : 1 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : living room, kitchen, flower bed",images_3/image_3052.png
3053,"bedrooms : 3 | toilet : 2 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen, pooja room",images_3/image_3053.png
3055,"bedrooms : 3 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen",images_3/image_3055.png
3056,"bedrooms : 3 | toilet : 5 | attached _ toilet : 3 | dress _ room : 1 | features : living room, dining, kitchen, balcony",images_3/image_3056.png
3058,"bedrooms : 1 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : living room, kitchen",images_3/image_3058.png
3066,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, balcony, flower bed",images_3/image_3066.png
3070,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, terrace, kitchen",images_3/image_3070.png
3071,"bedrooms : 1 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, kitchen",images_3/image_3071.png
3073,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : drawing room, dining, kitchen",images_3/image_3073.png
3074,"bedrooms : 1 | toilet : 2 | attached _ toilet : 0 | dress _ room : 0 | features : living room, flower bed, kitchen, utility",images_3/image_3074.png
3082,"bedrooms : 3 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, lawn",images_3/image_3082.png
3084,"bedrooms : 3 | toilet : 3 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen, lobby, puja room, foyer",images_3/image_3084.png
3085,"bedrooms : 1 | toilet : 2 | attached _ toilet : 0 | dress _ room : 0 | features : living room, flower bed, kitchen",images_3/image_3085.png
3090,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : drawing room, kitchen, balcony",images_3/image_3090.png
3092,"bedrooms : 1 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : living room, dining, kitchen",images_3/image_3092.png
3097,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : drawing room, kitchen",images_3/image_3097.png
3103,"bedrooms : 1 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : living room, terrace, kitchen",images_3/image_3103.png
3105,"bedrooms : 1 | toilet : 2 | attached _ toilet : 0 | dress _ room : 0 | features : living room, utility, kitchen",images_3/image_3105.png
3106,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, wash",images_3/image_3106.png
3107,"bedrooms : 2 | toilet : 2 | attached _ toilet : 2 | dress _ room : 0 | features : drawing room, dining, kitchen, pooja room, sit out",images_3/image_3107.png
3109,"bedrooms : 3 | toilet : 3 | attached _ toilet : 3 | dress _ room : 0 | features : living room, dining, kitchen, family lounge",images_3/image_3109.png
3110,"bedrooms : 3 | toilet : 3 | attached _ toilet : 2 | dress _ room : 1 | features : living room, dining, kitchen, pooja room",images_3/image_3110.png
3113,"bedrooms : 3 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, foyer, sit out",images_3/image_3113.png
3115,"bedrooms : 1 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, kitchen, balcony",images_3/image_3115.png
3123,"bedrooms : 2 | toilet : 2 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen, pooja room, sit out",images_3/image_3123.png
3124,"bedrooms : 1 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, kitchen, utility",images_3/image_3124.png
3126,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, balcony, kitchen",images_3/image_3126.png
3132,"bedrooms : 1 | toilet : 2 | attached _ toilet : 0 | dress _ room : 0 | features : living room, terrace, kitchen",images_3/image_3132.png
3135,"bedrooms : 3 | toilet : 4 | attached _ toilet : 3 | dress _ room : 1 | features : living room, dining, kitchen, pooja room, home theatre, store room",images_3/image_3135.png
3137,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, kitchen, flower bed",images_3/image_3137.png
3139,"bedrooms : 3 | toilet : 3 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, balcony",images_3/image_3139.png
3143,"bedrooms : 3 | toilet : 4 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen, balcony, lawn",images_3/image_3143.png
3144,"bedrooms : 3 | toilet : 3 | attached _ toilet : 3 | dress _ room : 1 | features : living room, dining, kitchen, pooja room",images_3/image_3144.png
3149,"bedrooms : 4 | toilet : 4 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, parking",images_3/image_3149.png
3153,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, utility, kitchen",images_3/image_3153.png
3155,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, wash, store room",images_3/image_3155.png
3157,"bedrooms : 1 | toilet : 2 | attached _ toilet : 0 | dress _ room : 0 | features : living room, dining, kitchen, lobby",images_3/image_3157.png
3161,"bedrooms : 3 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, wash, store room",images_3/image_3161.png
3162,"bedrooms : 3 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, pooja room",images_3/image_3162.png
3163,"bedrooms : 3 | toilet : 4 | attached _ toilet : 3 | dress _ room : 0 | features : living room, dining, kitchen, balcony",images_3/image_3163.png
3170,"bedrooms : 2 | toilet : 2 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen",images_3/image_3170.png
3172,"bedrooms : 4 | toilet : 5 | attached _ toilet : 4 | dress _ room : 3 | features : living room, dining, kitchen, balcony",images_3/image_3172.png
3174,"bedrooms : 2 | toilet : 2 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen, balcony",images_3/image_3174.png
3179,"bedrooms : 2 | toilet : 2 | attached _ toilet : 0 | dress _ room : 0 | features : living room, kitchen",images_3/image_3179.png
3183,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : drawing room, dining, kitchen, balcony",images_3/image_3183.png
3191,"bedrooms : 3 | toilet : 2 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen, balcony",images_3/image_3191.png
3192,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen,",images_3/image_3192.png
3196,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : lawn, home theatre, terrace",images_3/image_3196.png
3203,"bedrooms : 1 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, balcony, kitchen",images_3/image_3203.png
3215,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, foyer, balcony",images_3/image_3215.png
3221,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, flower bed kitchen",images_3/image_3221.png
3225,"bedrooms : 1 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : living room, balcony, kitchen",images_3/image_3225.png
3230,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, flower bed, kitchen, utility",images_3/image_3230.png
3234,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, niche",images_3/image_3234.png
3236,"bedrooms : 2 | toilet : 2 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen, pooja room",images_3/image_3236.png
3238,"bedrooms : 3 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, wash",images_3/image_3238.png
3240,"bedrooms : 4 | toilet : 4 | attached _ toilet : 4 | dress _ room : 1 | features : living room, dining, kitchen, lawn",images_3/image_3240.png
3248,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, parking",images_3/image_3248.png
3258,"bedrooms : 2 | toilet : 1 | attached _ toilet : 0 | dress _ room : 0 | features : living room, dining, kitchen",images_3/image_3258.png
3260,"bedrooms : 4 | toilet : 4 | attached _ toilet : 4 | dress _ room : 0 | features : living room, dining, kitchen, balcony, lawn",images_3/image_3260.png
3262,"bedrooms : 1 | toilet : 2 | attached _ toilet : 0 | dress _ room : 0 | features : living room, kitchen, balcony",images_3/image_3262.png
3264,"bedrooms : 1 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, flower bed, kitchen",images_3/image_3264.png
3265,"bedrooms : 2 | toilet : 2 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen, utility",images_3/image_3265.png
3281,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, lobby",images_3/image_3281.png
3285,"bedrooms : 2 | toilet : 2 | attached _ toilet : 0 | dress _ room : 0 | features : living room, dining, kitchen",images_3/image_3285.png
3289,"bedrooms : 3 | toilet : 3 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen",images_3/image_3289.png
3293,"bedrooms : 1 | toilet : 1 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, parking",images_3/image_3293.png
3299,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : drawing room, dining, kitchen, utility",images_3/image_3299.png
3303,"bedrooms : 3 | toilet : 3 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen, sit out",images_3/image_3303.png
3304,"bedrooms : 1 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, kitchen, yard",images_3/image_3304.png
3306,"bedrooms : 4 | toilet : 5 | attached _ toilet : 4 | dress _ room : 0 | features : living room, dining, kitchen, lobby",images_3/image_3306.png
3313,"bedrooms : 1 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, flower bed, kitchen, utility",images_3/image_3313.png
3324,"bedrooms : 1 | toilet : 2 | attached _ toilet : 0 | dress _ room : 0 | features : hall, balcony",images_3/image_3324.png
3330,"bedrooms : 2 | toilet : 2 | attached _ toilet : 1 | dress _ room : 0 | features : living room, dining, kitchen, lobby, study room",images_3/image_3330.png
3334,"bedrooms : 3 | toilet : 3 | attached _ toilet : 2 | dress _ room : 0 | features : living room, dining, kitchen, store room",images_3/image_3334.png
